# units: J=k_B=1; time in sweeps (one sweep = N^2 attempted updates)
sweep,energy,energy_per_spin,magnetisation,broken_bond_density,L_C,L_S,characteristic_k,cluster_number_density,acceptance_rate
0,-212,-0.20703125,0,0.4482421875,0.6785025704826447,4.073109604668236,1.542601578896467,nan,nan
1,-520,-0.5078125,0,0.373046875,0.7440131634947621,4.472504410730988,1.4048472019623253,nan,0.19140625
2,-576,-0.5625,0,0.359375,0.7715035187609571,4.641047189479726,1.353829222297554,nan,0.1416015625
3,-620,-0.60546875,0,0.3486328125,0.7874591876404416,4.73235238750662,1.3277086727030631,nan,0.09375
4,-640,-0.625,0,0.34375,0.7942226407858197,4.770013051623297,1.3172260199668295,nan,0.0947265625
5,-724,-0.70703125,0,0.3232421875,0.8373757467534839,5.009458523024918,1.2542643637631197,nan,0.0712890625
6,-752,-0.734375,0,0.31640625,0.8461326173077687,5.078855622800154,1.237126190193893,nan,0.0673828125
8,-800,-0.78125,0,0.3046875,0.8700153927962945,5.195992736450086,1.2092367379774809,nan,0.068359375
10,-824,-0.8046875,0,0.298828125,0.881868463542838,5.274654642510407,1.1912031655193225,nan,0.04541015625
12,-824,-0.8046875,0,0.298828125,0.8915860223697563,5.349809645127571,1.17446894823671,nan,0.05078125
16,-892,-0.87109375,0,0.2822265625,0.9505013982972732,5.616362148046586,1.1187286612856555,nan,0.05029296875
20,-904,-0.8828125,0,0.279296875,0.9505013982972732,5.679506123486237,1.1062907884185524,nan,0.051513671875
25,-952,-0.9296875,0,0.267578125,0.9837256113076642,5.827674926898901,1.078163313155677,nan,0.0533203125
31,-956,-0.93359375,0,0.2666015625,0.9973674148543036,5.855063314552421,1.073119959533673,nan,0.050455729166666664
39,-1052,-1.02734375,0,0.2431640625,1.1136866995710835,6.1312324600266965,1.02478340988432,nan,0.04150390625
49,-1060,-1.03515625,0,0.2412109375,1.119260199009485,6.111690644296377,1.0280601020019318,nan,0.0330078125
61,-1084,-1.05859375,0,0.2353515625,1.1505119043862113,6.239871836314453,1.0069414039264493,nan,0.024251302083333332
77,-1108,-1.08203125,0,0.2294921875,1.1871166725470945,6.381542249552807,0.9845872770990252,nan,0.02569580078125
97,-1116,-1.08984375,0,0.2275390625,1.207493831517968,6.489713920746904,0.968176006509768,nan,0.025537109375
122,-1172,-1.14453125,0,0.2138671875,1.2902406637906396,6.740995505094491,0.9320856693096864,nan,0.0241796875
153,-1180,-1.15234375,0,0.2119140625,1.3200302169932534,6.862918964232218,0.9155266643721053,nan,0.01868069556451613
193,-1192,-1.1640625,0,0.208984375,1.328626590194058,6.921111658363153,0.9078289178570431,nan,0.0154541015625
242,-1208,-1.1796875,0,0.205078125,1.3963294592999804,7.139601933417702,0.8800470062301986,nan,0.020069355867346938
305,-1212,-1.18359375,0,0.2041015625,1.4048465680241922,7.134883625719988,0.8806289824447618,nan,0.024042038690476192
383,-1232,-1.203125,0,0.19921875,1.4512339325642758,7.413393622040944,0.8475450822547574,nan,0.021809895833333332
481,-1316,-1.28515625,0,0.1787109375,1.592466823544874,7.926273354980817,0.7927035853780231,nan,0.020856584821428572
605,-1324,-1.29296875,0,0.1767578125,1.6729027141415385,8.241385821048821,0.7623942676160222,nan,0.019767515120967742
760,-1352,-1.3203125,0,0.169921875,1.752195888765875,8.52329675569822,0.7371778183106183,nan,0.017212701612903225
956,-1392,-1.359375,0,0.16015625,1.804165974969171,8.99695040723594,0.6983683384679141,nan,0.019999601403061226
1202,-1412,-1.37890625,0,0.1552734375,1.8624711224339292,9.30848928525905,0.674995169960571,nan,0.01771706681910569
1510,-1420,-1.38671875,0,0.1533203125,1.9472811908259606,9.845177463219416,0.6381992940861583,nan,0.016867897727272728
1899,-1448,-1.4140625,0,0.146484375,2.006330648237466,10.16039776615603,0.6183995402334229,nan,0.016122067802056557
2387,-1468,-1.43359375,0,0.1416015625,2.100925304642749,10.403475392660598,0.6039506097752894,nan,0.0147064709272541
3000,-1472,-1.4375,0,0.140625,2.238372994484347,10.923259743501852,0.5752115627312988,nan,0.01404306433523654
