# units: J=k_B=1; time in sweeps (one sweep = N^2 attempted updates)
sweep,energy,energy_per_spin,magnetisation,broken_bond_density,L_C,L_S,characteristic_k,cluster_number_density,acceptance_rate
0,-204,-0.19921875,0,0.4501953125,0.6531699820791554,4.000626874161778,1.5705501924610392,nan,nan
1,-408,-0.3984375,0,0.400390625,0.7020514666382246,4.2708582190466196,1.4711762800175974,nan,0.181640625
2,-512,-0.5,0,0.375,0.7397616597033635,4.466465437713738,1.4067466534333641,nan,0.140625
3,-572,-0.55859375,0,0.3603515625,0.7579525201878724,4.5567254406103395,1.3788816967515165,nan,0.1064453125
4,-616,-0.6015625,0,0.349609375,0.7779945339428402,4.724746662091098,1.3298459698575136,nan,0.103515625
5,-680,-0.6640625,0,0.333984375,0.8266812927719579,4.9405421465973225,1.2717602887988673,nan,0.103515625
6,-724,-0.70703125,0,0.3232421875,0.8483505271827563,5.090257079550081,1.234355202298534,nan,0.0869140625
8,-772,-0.75390625,0,0.3115234375,0.8676829118504599,5.184840018993576,1.2118378357215367,nan,0.064453125
10,-788,-0.76953125,0,0.3076171875,0.8879169440883993,5.274746007609077,1.1911825324130842,nan,0.06005859375
12,-796,-0.77734375,0,0.3056640625,0.8830715583089264,5.291097548276979,1.1875013170425626,nan,0.0732421875
16,-844,-0.82421875,0,0.2939453125,0.928682140947551,5.58079073949622,1.125859327193976,nan,0.05712890625
20,-900,-0.87890625,0,0.2802734375,0.964666843875474,5.750485310557362,1.0926356590537212,nan,0.060791015625
25,-956,-0.93359375,0,0.2666015625,0.9989065620994492,5.996305748346621,1.0478427169782107,nan,0.0455078125
31,-948,-0.92578125,0,0.2685546875,1.0182625609301685,6.016085564692648,1.0443975970113357,nan,0.044108072916666664
39,-1008,-0.984375,0,0.25390625,1.0880209627016681,6.186839418421644,1.0155727152819043,nan,0.0426025390625
49,-1016,-0.9921875,0,0.251953125,1.1060923250083727,6.282989685522702,1.0000311351230347,nan,0.03759765625
61,-1068,-1.04296875,0,0.2392578125,1.1701383124743092,6.433723894660817,0.9766016400538794,nan,0.037841796875
77,-1080,-1.0546875,0,0.236328125,1.1843601431245014,6.42259720928411,0.9782935317969188,nan,0.02935791015625
97,-1088,-1.0625,0,0.234375,1.1899623149942784,6.50896486426555,0.9653125248339406,nan,0.027099609375
122,-1116,-1.08984375,0,0.2275390625,1.2165564532643238,6.57378366382834,0.9557943535246307,nan,0.028203125
153,-1200,-1.171875,0,0.20703125,1.3319092043112826,6.990588584613962,0.8988063352789284,nan,0.023059475806451613
193,-1208,-1.1796875,0,0.205078125,1.3636866995710835,7.1849770932388255,0.8744892608067131,nan,0.0187255859375
242,-1172,-1.14453125,0,0.2138671875,1.3341781224360667,7.146108908428854,0.8792456688938162,nan,0.023895886479591837
305,-1232,-1.203125,0,0.19921875,1.4233562034942058,7.515765899961235,0.8360006672389827,nan,0.022476438492063492
383,-1272,-1.2421875,0,0.189453125,1.5163223924608042,7.889442934911564,0.7964041769509316,nan,0.027756911057692308
481,-1312,-1.28125,0,0.1796875,1.6008700066878898,8.306580386857327,0.7564105822801455,nan,0.018116230867346938
605,-1316,-1.28515625,0,0.1787109375,1.6613933711124789,8.64450412046839,0.7268416116897103,nan,0.021090599798387098
760,-1336,-1.3046875,0,0.173828125,1.6784163767923599,8.902057947615237,0.705812672098229,nan,0.016979586693548387
956,-1364,-1.33203125,0,0.1669921875,1.7555641143253524,9.170059886256507,0.685184762707648,nan,0.017528300382653062
1202,-1404,-1.37109375,0,0.1572265625,1.8450557703065866,9.582070336515661,0.6557231460966657,nan,0.01676829268292683
1510,-1400,-1.3671875,0,0.158203125,1.8669809355341687,9.734843475458892,0.645432597146448,nan,0.016861556412337664
1899,-1392,-1.359375,0,0.16015625,1.9266477395297388,10.152535612418154,0.6188784306744276,nan,0.01820071497429306
2387,-1424,-1.390625,0,0.15234375,2.0639103102463037,10.77549565524255,0.5830994237487961,nan,0.016319399974385244
3000,-1472,-1.4375,0,0.140625,2.183681738594324,11.12073572567461,0.5649972683617956,nan,0.01459586561990212
