# units: J=k_B=1; time in sweeps (one sweep = N^2 attempted updates)
sweep,energy,energy_per_spin,magnetisation,broken_bond_density,L_C,L_S,characteristic_k,cluster_number_density,acceptance_rate
0,-888,-0.216796875,0,0.44580078125,0.672860137464078,4.481891566632605,1.4019048015256543,0.084716796875,nan
1,-1808,-0.44140625,0,0.3896484375,0.7204134137344942,4.697780410720473,1.3374795664865844,0.041259765625,0.184326171875
2,-2256,-0.55078125,0,0.3623046875,0.7572874550926505,4.898809877222677,1.282594235059754,0.02783203125,0.140625
3,-2508,-0.6123046875,0,0.346923828125,0.7891392285771937,5.064011496228934,1.2407525756721811,0.0244140625,0.11669921875
4,-2632,-0.642578125,0,0.33935546875,0.801847571682184,5.1201028536803115,1.227159978370992,0.0224609375,0.087646484375
5,-2768,-0.67578125,0,0.3310546875,0.8175452506983809,5.196833253866561,1.2090411603075304,0.020263671875,0.09130859375
6,-2836,-0.6923828125,0,0.326904296875,0.828268013103574,5.282650033079193,1.1894002570367497,0.020751953125,0.077392578125
7,-2984,-0.728515625,0,0.31787109375,0.8491852440018931,5.388333167565518,1.1660721621670562,0.018310546875,0.08544921875
9,-3184,-0.77734375,0,0.3056640625,0.8788750200141793,5.524940709195543,1.1372403140403016,0.015625,0.07177734375
11,-3276,-0.7998046875,0,0.300048828125,0.8983920225405178,5.627426842719521,1.11652900744653,0.014404296875,0.0592041015625
14,-3480,-0.849609375,0,0.28759765625,0.926356282276126,5.750618491004388,1.0926103543485428,0.011474609375,0.055908203125
17,-3512,-0.857421875,0,0.28564453125,0.9360686221842994,5.82200771572313,1.0792128100776959,0.012939453125,0.048177083333333336
21,-3620,-0.8837890625,0,0.279052734375,0.9575317340834957,5.9506463044629365,1.0558828378805254,0.010986328125,0.04803466796875
26,-3784,-0.923828125,0,0.26904296875,0.9878541812139535,6.125056399395349,1.0258167268141152,0.01123046875,0.048388671875
33,-3884,-0.9482421875,0,0.262939453125,1.015626289377462,6.2159229687420305,1.010820973614988,0.01220703125,0.040318080357142856
41,-4048,-0.98828125,0,0.2529296875,1.0784237133346066,6.372355716783874,0.9860066804856129,0.009521484375,0.0430908203125
51,-4232,-1.033203125,0,0.24169921875,1.1410699922593073,6.544460987736798,0.9600768220565761,0.0068359375,0.03505859375
63,-4300,-1.0498046875,0,0.237548828125,1.177785093800765,6.699679329046465,0.9378337377938122,0.005859375,0.031778971354166664
79,-4356,-1.0634765625,0,0.234130859375,1.2081242379998374,6.809517186607022,0.9227064320415217,0.009033203125,0.0329132080078125
98,-4484,-1.0947265625,0,0.226318359375,1.263987061850478,7.060460021788965,0.8899116045964899,0.009521484375,0.03266344572368421
122,-4684,-1.1435546875,0,0.214111328125,1.3259806538326377,7.2605856176605545,0.865382716773761,0.006591796875,0.028371175130208332
152,-4788,-1.1689453125,0,0.207763671875,1.359331526985168,7.415543839603475,0.8472993273431395,0.00537109375,0.023909505208333334
189,-4888,-1.193359375,0,0.20166015625,1.4209811303428368,7.661174696307904,0.8201334072446615,0.0068359375,0.023239548141891893
235,-4944,-1.20703125,0,0.1982421875,1.4595329659272518,7.820303433103898,0.8034452065609652,0.00439453125,0.022970448369565216
292,-5064,-1.236328125,0,0.19091796875,1.5294484455154396,8.090546685899275,0.7766082504820503,0.003662109375,0.020199424342105265
364,-5236,-1.2783203125,0,0.180419921875,1.589125904478054,8.395608449807492,0.7483895115813384,0.00390625,0.020677354600694444
453,-5344,-1.3046875,0,0.173828125,1.654138557893663,8.677502402703475,0.7240776222916471,0.00244140625,0.019687609726123597
563,-5308,-1.2958984375,0,0.176025390625,1.6611640973927315,8.798316492243545,0.7141349498757792,0.00390625,0.017604758522727273
700,-5396,-1.3173828125,0,0.170654296875,1.72982239549069,9.102548136636196,0.6902666388426821,0.00390625,0.01978786496350365
871,-5548,-1.3544921875,0,0.161376953125,1.856291027865538,9.614322220704853,0.6535234791328793,0.002685546875,0.018483301352339183
1084,-5624,-1.373046875,0,0.15673828125,1.8988640503863532,9.912536161162235,0.6338625357854825,0.002685546875,0.016520182291666668
1349,-5712,-1.39453125,0,0.1513671875,1.9742299308429034,10.301522732971181,0.6099278203861596,0.003173828125,0.016734227594339623
1678,-5816,-1.419921875,0,0.14501953125,2.1159391885764247,10.80406302847625,0.5815576316631073,0.004150390625,0.01668912661474164
2087,-5920,-1.4453125,0,0.138671875,2.2380045287511257,11.236879636175624,0.5591574806009059,0.0029296875,0.015553966419621026
2597,-6012,-1.4677734375,0,0.133056640625,2.3165566130219246,11.567908096910463,0.543156572004379,0.0029296875,0.015009861366421568
3231,-6152,-1.501953125,0,0.12451171875,2.4794181887622537,12.182110063185993,0.5157715104025535,0.003173828125,0.014245258896884858
4019,-6220,-1.5185546875,0,0.120361328125,2.6008269300597493,12.56731810986258,0.49996230319408147,0.00244140625,0.01401175097160533
5000,-6204,-1.5146484375,0,0.121337890625,2.6345726091933637,12.761109380968826,0.4923698339699182,0.0029296875,0.013521309171126402
