# units: J=k_B=1; time in sweeps (one sweep = N^2 attempted updates)
sweep,energy,energy_per_spin,magnetisation,broken_bond_density,L_C,L_S,characteristic_k,cluster_number_density,acceptance_rate
0,-1016,-0.248046875,0,0.43798828125,0.6897085266280694,4.549965533665879,1.3809303083043933,0.086669921875,nan
1,-1916,-0.4677734375,0,0.383056640625,0.7322301495932614,4.742075691096557,1.3249862963968557,0.041748046875,0.1865234375
2,-2296,-0.560546875,0,0.35986328125,0.7673876138001696,4.918813460418259,1.2773782453310012,0.030517578125,0.1171875
3,-2532,-0.6181640625,0,0.345458984375,0.7937356863769994,5.008930859084873,1.254396493771431,0.02587890625,0.103759765625
4,-2684,-0.6552734375,0,0.336181640625,0.8129249007729269,5.113304538574131,1.228791529974407,0.0244140625,0.090576171875
5,-2840,-0.693359375,0,0.32666015625,0.831192876071195,5.225274111196792,1.2024604209214378,0.020263671875,0.09130859375
6,-2996,-0.7314453125,0,0.317138671875,0.8472401207335643,5.299678263974081,1.1855786321768147,0.01708984375,0.0732421875
7,-3072,-0.75,0,0.3125,0.8653629040647635,5.394108002789626,1.1648237862367907,0.01806640625,0.07470703125
9,-3256,-0.794921875,0,0.30126953125,0.8912791080763416,5.501390376778878,1.1421086083439251,0.014892578125,0.0706787109375
11,-3356,-0.8193359375,0,0.295166015625,0.9091172082028695,5.595231465628378,1.1229535982161458,0.015380859375,0.056396484375
14,-3488,-0.8515625,0,0.287109375,0.9316897477372336,5.721428010809322,1.098184805490684,0.011474609375,0.04833984375
17,-3592,-0.876953125,0,0.28076171875,0.9511997828661911,5.811057560146984,1.0812464413139733,0.010009765625,0.04638671875
21,-3628,-0.8857421875,0,0.278564453125,0.958240491843735,5.866979254803374,1.0709404336201562,0.011962890625,0.04486083984375
26,-3840,-0.9375,0,0.265625,1.001583772549742,6.100223984366215,1.029992558188399,0.0107421875,0.042578125
33,-3992,-0.974609375,0,0.25634765625,1.0634058316877184,6.286359916816869,0.9994950003373511,0.009521484375,0.03721400669642857
41,-4040,-0.986328125,0,0.25341796875,1.0810937128905207,6.381607319004074,0.9845772378486228,0.0087890625,0.037689208984375
51,-4168,-1.017578125,0,0.24560546875,1.1271250866655529,6.51976507096161,0.9637134526770409,0.007568359375,0.036474609375
63,-4180,-1.0205078125,0,0.244873046875,1.1377015271265547,6.594132808420328,0.9528448227728019,0.0107421875,0.031840006510416664
79,-4336,-1.05859375,0,0.2353515625,1.2037844754298697,6.844666346406841,0.9179680921156941,0.008056640625,0.0336456298828125
98,-4452,-1.0869140625,0,0.228271484375,1.2527519484295988,7.013742537937768,0.8958391719104954,0.0087890625,0.03489925986842105
122,-4576,-1.1171875,0,0.220703125,1.301411277319906,7.195594814140314,0.8731988764615095,0.0068359375,0.028971354166666668
152,-4812,-1.1748046875,0,0.206298828125,1.4015895845590989,7.529763823261758,0.8344465317449788,0.005615234375,0.0258056640625
189,-4916,-1.2001953125,0,0.199951171875,1.465597717635843,7.76532054539914,0.809134055760557,0.005126953125,0.02566775760135135
235,-5056,-1.234375,0,0.19140625,1.514923798397731,7.931679110297739,0.7921633263027617,0.00537109375,0.022476859714673912
292,-5188,-1.2666015625,0,0.183349609375,1.5605997833731093,8.12879073674713,0.7729544910998541,0.00341796875,0.01888449150219298
364,-5216,-1.2734375,0,0.181640625,1.5849529614653237,8.234865274381743,0.7629979480934878,0.00390625,0.019504123263888888
453,-5264,-1.28515625,0,0.1787109375,1.6398122717128436,8.461968540089662,0.7425205231397622,0.005126953125,0.019772647471910113
563,-5372,-1.3115234375,0,0.172119140625,1.703076024959107,8.77318547586021,0.7161806078838793,0.00390625,0.018170720880681817
700,-5520,-1.34765625,0,0.1630859375,1.7776402372428342,9.10303486650398,0.6902297309987832,0.00341796875,0.01720033074817518
871,-5668,-1.3837890625,0,0.154052734375,1.8691922601783344,9.590115291273023,0.6551730731430587,0.00244140625,0.01589341191520468
1084,-5624,-1.373046875,0,0.15673828125,1.9065193924938657,9.874033925734205,0.6363341826083899,0.004150390625,0.017238849765258215
1349,-5776,-1.41015625,0,0.1474609375,2.024014908977619,10.288718502268685,0.6106868708473393,0.003662109375,0.016999557783018867
1678,-5804,-1.4169921875,0,0.145751953125,2.0825863392940356,10.545616875487456,0.5958101248476425,0.002685546875,0.016390814969604862
2087,-5956,-1.4541015625,0,0.136474609375,2.266548053093782,11.040409500253867,0.5691079943216878,0.0029296875,0.01441145992512225
2597,-6024,-1.470703125,0,0.13232421875,2.312672666446519,11.43206538428545,0.5496106867807519,0.002685546875,0.014805932138480393
3231,-6108,-1.4912109375,0,0.127197265625,2.4727595704924235,12.067923325978894,0.5206517424297542,0.0029296875,0.014024223062894322
4019,-6188,-1.5107421875,0,0.122314453125,2.6914600100357102,12.858339671504691,0.48864670460555065,0.00341796875,0.014674152819638325
5000,-6256,-1.52734375,0,0.1181640625,2.7732417204525124,13.234015823742993,0.4747754113990854,0.003173828125,0.013114905867737003
