# units: J=k_B=1; time in sweeps (one sweep = N^2 attempted updates)
sweep,energy,energy_per_spin,magnetisation,broken_bond_density,L_C,L_S,characteristic_k,cluster_number_density,acceptance_rate
0,-760,-0.185546875,0,0.45361328125,0.6621907439799929,4.11085367481311,1.5284380822592125,0.08984375,nan
1,-1720,-0.419921875,0,0.39501953125,0.7083900982111552,4.360100380679665,1.4410643697611718,0.041748046875,0.18359375
2,-2160,-0.52734375,0,0.3681640625,0.7440131634947621,4.531395085202557,1.3865896018860873,0.025146484375,0.128173828125
3,-2400,-0.5859375,0,0.353515625,0.7761288396168382,4.723767302890007,1.3301216813401298,0.021484375,0.1083984375
4,-2596,-0.6337890625,0,0.341552734375,0.7959316965760136,4.835381701116147,1.2994186799625858,0.0166015625,0.092529296875
5,-2704,-0.66015625,0,0.3349609375,0.8091143153005538,4.902997641449979,1.2814987415171262,0.01513671875,0.0830078125
6,-2772,-0.6767578125,0,0.330810546875,0.8243125784660211,5.003415519129238,1.2557792338368634,0.018798828125,0.075927734375
7,-2948,-0.7197265625,0,0.320068359375,0.8428274117714102,5.0908113772569585,1.234220803239641,0.015869140625,0.076904296875
9,-3120,-0.76171875,0,0.3095703125,0.8747181787033014,5.2594114549664885,1.1946555923565065,0.013916015625,0.070068359375
11,-3264,-0.796875,0,0.30078125,0.8949760832913143,5.389932297193348,1.1657262022477302,0.014892578125,0.0587158203125
14,-3396,-0.8291015625,0,0.292724609375,0.9136082600429684,5.459614033425185,1.1508478930401091,0.01416015625,0.058349609375
17,-3508,-0.8564453125,0,0.285888671875,0.9333690731657434,5.553277701488224,1.1314372601060008,0.011474609375,0.052164713541666664
21,-3648,-0.890625,0,0.27734375,0.965026391711432,5.726091464838528,1.0972904197849322,0.012451171875,0.047119140625
26,-3784,-0.923828125,0,0.26904296875,0.9833519973269169,5.842172869783828,1.0754877418428868,0.01025390625,0.042578125
33,-3896,-0.951171875,0,0.26220703125,1.0114326796052138,5.9611016551538265,1.0540308940625587,0.00927734375,0.03888811383928571
41,-3944,-0.962890625,0,0.25927734375,1.0371461006751368,6.0854211744565685,1.0324980189626198,0.00927734375,0.0390625
51,-4160,-1.015625,0,0.24609375,1.126501827177274,6.352432860954916,0.9890990498772592,0.0068359375,0.03583984375
63,-4276,-1.0439453125,0,0.239013671875,1.1719317067531219,6.535730598090395,0.9613592869044209,0.0068359375,0.030924479166666668
79,-4436,-1.0830078125,0,0.229248046875,1.2338826317737959,6.746557851814105,0.9313171909568787,0.00634765625,0.031890869140625
98,-4460,-1.0888671875,0,0.227783203125,1.2450146438858354,6.824481243047995,0.9206832114280014,0.00732421875,0.02988795230263158
122,-4588,-1.1201171875,0,0.219970703125,1.2920368878332305,6.967374485783659,0.9018010040941385,0.0068359375,0.026804606119791668
152,-4728,-1.154296875,0,0.21142578125,1.3361625815081515,7.1099158027834255,0.8837214787719164,0.005126953125,0.0263916015625
189,-4848,-1.18359375,0,0.2041015625,1.4043058888211997,7.372990100763749,0.8521895759128616,0.006103515625,0.02411713471283784
235,-4932,-1.2041015625,0,0.198974609375,1.4503940320304352,7.598756723876777,0.8268701756744746,0.005615234375,0.022646696671195652
292,-4988,-1.2177734375,0,0.195556640625,1.477336649841995,7.665134078095133,0.8197097719575734,0.0048828125,0.02216539884868421
364,-5080,-1.240234375,0,0.18994140625,1.5103965700125306,7.857954125629172,0.799595569880793,0.00390625,0.022569444444444444
453,-5184,-1.265625,0,0.18359375,1.5703469095511906,8.109811292168944,0.7747634415669822,0.004638671875,0.01936666081460674
563,-5268,-1.2861328125,0,0.178466796875,1.6329224366508712,8.393735834021571,0.748556474902691,0.00390625,0.018994140625
700,-5408,-1.3203125,0,0.169921875,1.7309507177927506,8.846711857261845,0.7102283208220486,0.005126953125,0.020808978672445255
871,-5616,-1.37109375,0,0.1572265625,1.8417572105827904,9.379931557296104,0.6698540675696362,0.00341796875,0.019545527229532164
1084,-5680,-1.38671875,0,0.1533203125,1.8969347866103834,9.615314320216225,0.6534560491661902,0.002685546875,0.01707723554870892
1349,-5740,-1.4013671875,0,0.149658203125,1.993854144749795,9.957301481588766,0.6310128621491788,0.0029296875,0.017060362617924527
1678,-5824,-1.421875,0,0.14453125,2.061915934207225,10.176443404843399,0.6174244829179862,0.003173828125,0.016295088098404256
2087,-5824,-1.421875,0,0.14453125,2.1724053685736893,10.715845460840937,0.5863452706685924,0.00390625,0.01618849327628362
2597,-5964,-1.4560546875,0,0.135986328125,2.2724017143469712,11.168683054035492,0.5625717263871439,0.00439453125,0.01473221124387255
3231,-6076,-1.4833984375,0,0.129150390625,2.466405024200717,12.086850567025445,0.5198364348377865,0.00439453125,0.015122470795544164
4019,-6180,-1.5087890625,0,0.122802734375,2.6829760521965533,12.95609617622548,0.48495976115932765,0.00390625,0.014354415351364213
5000,-6328,-1.544921875,0,0.11376953125,2.916768035985478,14.014071068748763,0.44834832621842674,0.00244140625,0.013853051732925586
