# units: J=k_B=1; time in sweeps (one sweep = N^2 attempted updates)
sweep,energy,energy_per_spin,magnetisation,broken_bond_density,L_C,L_S,characteristic_k,cluster_number_density,acceptance_rate
0,-2964,-0.180908203125,0,0.45477294921875,0.6677840760749945,4.401518087055574,1.4275041435494287,nan,nan
1,-7156,-0.436767578125,0,0.39080810546875,0.7130232864610733,4.583297659519323,1.3708874644285138,nan,0.19415283203125
2,-8768,-0.53515625,0,0.3662109375,0.7520086578454174,4.797643416538647,1.3096399131123238,nan,0.13482666015625
3,-9924,-0.605712890625,0,0.34857177734375,0.784893007642826,4.94403951906782,1.270860656138982,nan,0.1085205078125
4,-10644,-0.649658203125,0,0.33758544921875,0.8053392873909089,5.038491559723589,1.2470369817438538,nan,0.0986328125
5,-11140,-0.679931640625,0,0.33001708984375,0.8213707063087547,5.120007297154303,1.2271828812962389,nan,0.0841064453125
6,-11680,-0.712890625,0,0.32177734375,0.8407064888259671,5.209814390651854,1.206028629053219,nan,0.0782470703125
8,-12376,-0.75537109375,0,0.3111572265625,0.8655798776303459,5.3337242495231045,1.1780109006837716,nan,0.069610595703125
9,-12736,-0.77734375,0,0.3056640625,0.8809682915827738,5.409455576467206,1.161518976976791,nan,0.0660400390625
12,-13404,-0.818115234375,0,0.29547119140625,0.9061740516096849,5.567127777894503,1.1286224347370553,nan,0.0604248046875
15,-13984,-0.853515625,0,0.28662109375,0.9336214942618849,5.675937434380221,1.1069863577285315,nan,0.054484049479166664
18,-14468,-0.883056640625,0,0.27923583984375,0.9525996353796071,5.759106103671923,1.0910000951664214,nan,0.05035400390625
23,-15000,-0.91552734375,0,0.2711181640625,0.9793534974796302,5.893193768065308,1.0661766021045511,nan,0.046142578125
29,-15516,-0.947021484375,0,0.26324462890625,1.0070206630404617,6.027962511955981,1.0423398112906959,nan,0.041097005208333336
36,-16024,-0.97802734375,0,0.2554931640625,1.0538919658627026,6.1320702827620455,1.0246433940658415,nan,0.04063197544642857
45,-16396,-1.000732421875,0,0.24981689453125,1.092414954953431,6.2765509868428495,1.0010570009469602,nan,0.036600748697916664
57,-16900,-1.031494140625,0,0.24212646484375,1.1384737748377622,6.398864253600643,0.9819219564853303,nan,0.03387451171875
71,-17148,-1.046630859375,0,0.23834228515625,1.1638643386198222,6.497545985625382,0.9670089786328517,nan,0.03273228236607143
88,-17708,-1.080810546875,0,0.22979736328125,1.2185748434222607,6.6897558034923295,0.9392249122007568,nan,0.030370375689338234
111,-18036,-1.100830078125,0,0.22479248046875,1.2606714285949356,6.848440070021261,0.9174622604473022,nan,0.028689177139945652
138,-18608,-1.1357421875,0,0.216064453125,1.3195518084535491,7.0752222443827915,0.8880548327888887,nan,0.02728045428240741
173,-18984,-1.15869140625,0,0.2103271484375,1.3667478389252183,7.29438090476953,0.8613733487747042,nan,0.02574462890625
217,-19388,-1.183349609375,0,0.20416259765625,1.4184358252913651,7.516419679653811,0.8359279517331282,nan,0.02532404119318182
271,-19972,-1.218994140625,0,0.19525146484375,1.4751177774214963,7.721988752082663,0.8136744961568322,nan,0.023403591579861112
339,-20300,-1.239013671875,0,0.19024658203125,1.5184901833530402,7.898149518472793,0.795526254913761,nan,0.021492453182444853
425,-20640,-1.259765625,0,0.18505859375,1.5695811146869714,8.12767911453756,0.7730602080415769,nan,0.02080943972565407
531,-21080,-1.28662109375,0,0.1783447265625,1.636090982512494,8.420363854915317,0.746189287712529,nan,0.020546967128537735
665,-21508,-1.312744140625,0,0.17181396484375,1.7018067397393852,8.714484129704568,0.7210048482115481,nan,0.018761478253264924
832,-21740,-1.326904296875,0,0.16827392578125,1.7589235258571612,8.950325661488245,0.7020063341622397,nan,0.018231237719872756
1041,-22056,-1.34619140625,0,0.1634521484375,1.8259072970149415,9.294670546687247,0.675998710833167,nan,0.018150512111244018
1303,-22676,-1.384033203125,0,0.15399169921875,1.9332135733706133,9.765289902743831,0.643420253751417,nan,0.017652438797113548
1630,-23048,-1.40673828125,0,0.1483154296875,2.0258419519341904,10.162690454720911,0.6182600301734897,nan,0.01655097984757263
2039,-23332,-1.424072265625,0,0.14398193359375,2.1347095902483333,10.531456724012568,0.5966112259525711,nan,0.01597792944873166
2552,-23860,-1.456298828125,0,0.13592529296875,2.2783094093056886,11.016966945097705,0.5703189760386327,nan,0.015364916468689083
3193,-24276,-1.481689453125,0,0.12957763671875,2.427486431285635,11.575045510962289,0.542821650353687,nan,0.014860203783151326
3995,-24688,-1.5068359375,0,0.123291015625,2.562301946657258,12.115035576563999,0.5186270620066631,nan,0.014493262084047694
4999,-24908,-1.520263671875,0,0.11993408203125,2.6960889139196134,12.675575881469758,0.4956922956348583,nan,0.01456126178878237
6254,-25220,-1.539306640625,0,0.11517333984375,2.8574559264841572,13.302647566109323,0.4723259242909683,nan,0.01359537436192729
7826,-25816,-1.57568359375,0,0.1060791015625,3.111963029178917,14.208270437564423,0.442220278308318,nan,0.013141816505645674
9792,-26060,-1.590576171875,0,0.10235595703125,3.3151269069138163,14.83247581078601,0.4236100154372424,nan,0.01247765355774733
12252,-26404,-1.611572265625,0,0.09710693359375,3.6272302650126353,15.953707526638278,0.39383856678382784,nan,0.012477446765434452
15330,-26868,-1.639892578125,0,0.09002685546875,3.8857674504240234,16.857226149347305,0.3727294901019564,nan,0.011799693959653183
19181,-27072,-1.65234375,0,0.0869140625,4.108637364974876,17.804484882941143,0.3528990222682399,nan,0.01130896969232829
24000,-27212,-1.660888671875,0,0.08477783203125,4.249935301428861,18.480583591399895,0.33998846822691914,nan,0.011083877984605209
