# units: J=k_B=1; time in sweeps (one sweep = N^2 attempted updates)
sweep,energy,energy_per_spin,magnetisation,broken_bond_density,L_C,L_S,characteristic_k,cluster_number_density,acceptance_rate
0,-2984,-0.18212890625,0,0.4544677734375,0.6643145116001982,4.316803047780694,1.455518178066944,nan,nan
1,-7076,-0.431884765625,0,0.39202880859375,0.7143018991549134,4.509481901771834,1.3933275360770028,nan,0.18780517578125
2,-8716,-0.531982421875,0,0.36700439453125,0.7518994653584353,4.7252358101130225,1.3297083065637096,nan,0.13983154296875
3,-9804,-0.598388671875,0,0.35040283203125,0.7808099544516804,4.878362696471078,1.2879701035195132,nan,0.1107177734375
4,-10432,-0.63671875,0,0.3408203125,0.8027176589557502,4.997416353726831,1.257286738275047,nan,0.0936279296875
5,-10916,-0.666259765625,0,0.33343505859375,0.8167071394879811,5.057449092097642,1.2423625414237347,nan,0.08795166015625
6,-11364,-0.693603515625,0,0.32659912109375,0.8321278511848859,5.137417889322505,1.22302398647352,nan,0.0855712890625
8,-12228,-0.746337890625,0,0.31341552734375,0.8643517973499489,5.305006624657822,1.1843878343101706,nan,0.075042724609375
9,-12644,-0.771728515625,0,0.30706787109375,0.8789496084059313,5.3737202260463075,1.1692431021483256,nan,0.06866455078125
12,-13464,-0.82177734375,0,0.2945556640625,0.9123205810295181,5.556743874197608,1.1307314948157254,nan,0.061116536458333336
15,-13980,-0.853271484375,0,0.28668212890625,0.9353922720237616,5.665526591847,1.1090205306284204,nan,0.05462646484375
18,-14320,-0.8740234375,0,0.281494140625,0.9533011078651591,5.754028326216976,1.0919628738273015,nan,0.050577799479166664
23,-14892,-0.908935546875,0,0.27276611328125,0.978428269801331,5.875366160476961,1.0694116988735078,nan,0.04766845703125
29,-15448,-0.94287109375,0,0.2642822265625,1.009826215323942,6.006931712635563,1.0459891351791006,nan,0.042917887369791664
36,-15796,-0.964111328125,0,0.25897216796875,1.046098672168606,6.123004931835393,1.0261604191287461,nan,0.04161725725446429
45,-16400,-1.0009765625,0,0.249755859375,1.1007793793990444,6.249896770834154,1.0053262537872267,nan,0.037007649739583336
57,-16876,-1.030029296875,0,0.24249267578125,1.1460803302838434,6.391700282312798,0.9830225182126427,nan,0.035929361979166664
71,-17196,-1.049560546875,0,0.23760986328125,1.1769957797632906,6.5152688127659335,0.964378521860586,nan,0.03244890485491071
88,-17768,-1.08447265625,0,0.2288818359375,1.2376413550123813,6.715862875782277,0.9355737934788771,nan,0.03143310546875
111,-18228,-1.112548828125,0,0.22186279296875,1.286065669493751,6.907456405651484,0.9096235919837096,nan,0.028874936311141304
138,-18532,-1.131103515625,0,0.21722412109375,1.3288130377372078,7.077007733164158,0.887830781607801,nan,0.027359573929398147
173,-19180,-1.170654296875,0,0.20733642578125,1.3918288663144829,7.315726618964762,0.8588600469147535,nan,0.0257080078125
217,-19652,-1.199462890625,0,0.20013427734375,1.440162076492722,7.523847808442954,0.8351026585265126,nan,0.023372303355823864
271,-19912,-1.21533203125,0,0.1961669921875,1.4795326162199718,7.681359146322754,0.8179783274666298,nan,0.02255475079571759
339,-20344,-1.24169921875,0,0.1895751953125,1.5306606963333818,7.939310953872952,0.7914018412535567,nan,0.021498736213235295
425,-20880,-1.2744140625,0,0.181396484375,1.6041599135132096,8.212641439107914,0.7650626602617255,nan,0.020776083303052327
531,-21240,-1.29638671875,0,0.1759033203125,1.6583724593644682,8.496608331117766,0.7394933439697585,nan,0.020132388708726415
665,-21748,-1.327392578125,0,0.16815185546875,1.7431451881280526,8.879116725754265,0.7076363000111185,nan,0.019079863135494403
832,-22252,-1.358154296875,0,0.16046142578125,1.8267414740054735,9.23324198298238,0.6804961159644696,nan,0.01813621292571108
1041,-22640,-1.3818359375,0,0.154541015625,1.9132703428549345,9.58185963950028,0.6557375648958339,nan,0.017632151334479665
1303,-22988,-1.403076171875,0,0.14923095703125,1.988414180963008,9.885695463121207,0.6355835389244125,nan,0.016158475220658396
1630,-23352,-1.42529296875,0,0.1436767578125,2.082584561180195,10.202694058306804,0.6158359028774325,nan,0.015836289898700305
2039,-23644,-1.443115234375,0,0.13922119140625,2.187054423635617,10.589163008157326,0.5933599569993734,nan,0.015466219055623473
2552,-24112,-1.4716796875,0,0.132080078125,2.3371191028490106,11.095658374048112,0.5662742214446213,nan,0.014952661465947856
3193,-24368,-1.4873046875,0,0.128173828125,2.4543137256731478,11.51820439413917,0.5455004176151511,nan,0.014551600130411466
3995,-24788,-1.512939453125,0,0.12176513671875,2.6073739706618735,12.050172666051978,0.5214186950931184,nan,0.014127279457605986
4999,-24976,-1.5244140625,0,0.118896484375,2.7348339443319567,12.488840986260046,0.5031039560910585,nan,0.01370184545023033
6254,-25312,-1.544921875,0,0.11376953125,2.848468388199831,12.85067097355751,0.48893830680968586,nan,0.013231303302415339
7826,-25336,-1.54638671875,0,0.1134033203125,2.955179921028564,13.258224864105403,0.4739084886235668,nan,0.013060397470877068
9792,-25960,-1.58447265625,0,0.1038818359375,3.2085306880030755,14.181574803946964,0.4430527211569531,nan,0.01288338522459944
12252,-26176,-1.59765625,0,0.1005859375,3.4301460477919967,15.025176601644256,0.4181771352019913,nan,0.012070123936102642
15330,-26380,-1.610107421875,0,0.09747314453125,3.576101637353604,15.761626554763806,0.39863812820007155,nan,0.011898940534387184
19181,-26812,-1.636474609375,0,0.09088134765625,3.8310616991129627,16.66625935485319,0.37700033183210563,nan,0.011717513764687744
24000,-27080,-1.65283203125,0,0.0867919921875,4.098313449921358,17.622217235748884,0.3565490779692214,nan,0.011416461958037196
