# units: J=k_B=1; time in sweeps (one sweep = N^2 attempted updates)
sweep,E_per_spin_mean,L_C_mean,L_C_sem,L_S_mean,L_S_sem,L_E_mean,L_E_sem
0,-0.427734375,0.7427236214055085,0.002802833121825128,5.231491240855154,0.0499574370332371,0.6878435885156797,0.0033456056904557856
1,-0.5926920572916666,0.7888844770079594,0.004033239898638018,5.403637789842533,0.05220969253746554,0.7758730878167047,0.003972907487534605
2,-0.662841796875,0.8220708086428646,0.0038662916112699062,5.548259884859989,0.05171756608919715,0.8204537360071206,0.0035640857942286293
3,-0.715576171875,0.8497127062015091,0.004759532251511063,5.688243318771921,0.05242365532367947,0.8576115465551436,0.004323904631434
4,-0.7506510416666666,0.8709950288972937,0.004172793539737768,5.791494450617232,0.051839449380054775,0.8842456777493357,0.004808626878519798
5,-0.7804361979166666,0.8898072947609347,0.004337023882956058,5.871893684485131,0.05075985814933411,0.9081307949832967,0.0047271431987654725
6,-0.8037923177083334,0.9049842227429844,0.004117037773242386,5.944196706284772,0.0525705908118088,0.9278269352537639,0.0050375375471611574
7,-0.8252766927083334,0.9205980177851618,0.004032169050114552,6.018198456520764,0.05199958454444669,0.9466653632614926,0.004908422483125077
9,-0.855224609375,0.9402984922900105,0.004182205635512838,6.10804831961331,0.054191059082326354,0.9741961082792038,0.004291339837856556
11,-0.875732421875,0.9561549160903259,0.003976440509018768,6.186403465720933,0.051508802038304276,0.9941066734132429,0.00489776339865444
14,-0.9056803385416666,0.9818101488368209,0.004813768139916908,6.309269381957364,0.054338984565669594,1.0245873918929516,0.004943666381214389
17,-0.93408203125,1.0107571163525026,0.006634004353849551,6.412088392053708,0.04898794982419466,1.0553355467145826,0.005532259697851269
22,-0.9668782552083334,1.0590649946352053,0.00788864264682071,6.554762138063872,0.04994975438147074,1.0931788441907029,0.005899545187361599
27,-0.9899088541666666,1.0967247964359774,0.008659741520255415,6.6692467094257495,0.05195211317268985,1.1215788531392485,0.007364714596708113
33,-1.013427734375,1.1333114755754197,0.00873999733212831,6.771955260130976,0.05477670335608179,1.151867160709888,0.006937777385139412
42,-1.0414225260416667,1.1820775484957664,0.00827806183495939,6.914540625509787,0.05490167262784096,1.1902838817520398,0.007621024682908687
52,-1.069091796875,1.2267571945406985,0.008192404754084438,7.062186729404743,0.05769375544208695,1.2306181025438512,0.006376265348304005
64,-1.098388671875,1.271310429589909,0.011302096790368131,7.212673908521272,0.06334977764691922,1.2770860355632,0.009762151441620221
80,-1.1197102864583333,1.3060593609941054,0.011241177509796831,7.348234837953601,0.06357981682388907,1.313068787729846,0.011477383141871834
100,-1.14013671875,1.3454612703798121,0.010471083915018782,7.508204921222226,0.05744079542048462,1.349213925053153,0.01171515487836067
124,-1.1656901041666667,1.3895682557289755,0.011332520242235779,7.68344089419917,0.06363199882986982,1.3968995658015286,0.009477924612149035
155,-1.1895345052083333,1.434248232734629,0.012023586006986664,7.856283871905366,0.06727748547403611,1.4456361519908902,0.013457579227255902
193,-1.2169596354166667,1.484600480727858,0.011681747004360383,8.061997163763738,0.06395652678731659,1.505076362106198,0.013054817971602248
240,-1.2399088541666667,1.5326946402612664,0.012001352381494426,8.269006665823287,0.06708749339301953,1.5592649710369146,0.015409784917806158
299,-1.2576497395833333,1.5731218905742548,0.010022751746489568,8.44741265241386,0.057299362440651924,1.6026991797580992,0.011143196928652547
372,-1.2792154947916667,1.6272112367056175,0.011455187781528892,8.688888548980048,0.07231386907342313,1.6602217363852756,0.012678232790745533
463,-1.3011881510416667,1.6910731571299447,0.014845370936774988,8.95667988216636,0.08539186113860055,1.723844027383377,0.017276441911341343
576,-1.332275390625,1.769068161290666,0.01627582741929046,9.289284456035931,0.09948795238007584,1.8216717726420424,0.019748327195769674
718,-1.352783203125,1.834832096023529,0.020916001315668245,9.58539216095026,0.11320714018698605,1.8937971395037259,0.02617623409108775
894,-1.3778483072916667,1.906132379207482,0.022462983630254993,9.897096205529037,0.11201318353280534,1.9877601547619086,0.026621983965516547
1113,-1.39111328125,1.97016097072037,0.016387628536655378,10.22795461984392,0.08793684540331229,2.039132512754846,0.017880699863274386
1385,-1.4154459635416667,2.0669584553644462,0.022203739760638184,10.595002275752433,0.08690521285210803,2.1473968183580987,0.026860257927580726
1725,-1.4427083333333333,2.1780324413816183,0.026824078684305173,10.974963132211156,0.10531070533128968,2.2822032998812056,0.03365501966456624
2147,-1.44921875,2.2607234229875246,0.028809555034063287,11.32109650044977,0.1291961864917791,2.315837352435945,0.032060154783341725
2674,-1.4755045572916667,2.379905061178763,0.027142732050796318,11.791074864874012,0.11954589860891968,2.4641263918028,0.028939651077572442
3329,-1.4903971354166667,2.499644705253148,0.027749791156214985,12.26049834501484,0.11197268730292338,2.557475020449791,0.028867341666658726
4145,-1.5120442708333333,2.6351151592938975,0.031889101814076004,12.868531969945275,0.09797604265694666,2.7096056306311165,0.038899457403036915
5161,-1.5298665364583333,2.7849678281325683,0.028260608822038784,13.466914421391564,0.09668389552795237,2.8447627671707703,0.03370176257999737
6425,-1.5582682291666667,2.9881135299861294,0.024035385143278295,14.30587008939392,0.12658354928427254,3.0927481794847664,0.02949598136609393
8000,-1.576416015625,3.2174285744656133,0.02435603721034278,15.184556552929322,0.14704794345352534,3.276972010565958,0.03394557082265738
