# units: J=k_B=1; time in sweeps (one sweep = N^2 attempted updates)
sweep,E_per_spin_mean,L_C_mean,L_C_sem,L_S_mean,L_S_sem,L_E_mean,L_E_sem
0,-0.6590983072916666,0.8494982768882285,0.00685800917480052,6.781547963202794,0.1463045608179041,0.818523338148363,0.007479192078599132
1,-0.7552897135416666,0.8879568354511421,0.006321701778345804,6.882877804658148,0.13728426698523777,0.8883442881222071,0.007795478048289966
2,-0.8138834635416666,0.9216177231765855,0.0055731834136434726,7.022326158756464,0.1285242346191027,0.9367808150313025,0.006488575717071621
3,-0.8483072916666666,0.946693226028502,0.005789270738715613,7.117858715749374,0.1267360841953306,0.9679610921031921,0.006589563720489293
4,-0.8748372395833334,0.9666405016046271,0.007290021190871012,7.209127477177027,0.13183173370689844,0.9937403335710262,0.00846484088310294
5,-0.8944498697916666,0.9854979940598215,0.010604614279238287,7.2613343173975915,0.1351717208835326,1.0135979335611407,0.009311662864151908
6,-0.9111328125,1.0029228500111342,0.011001037924619284,7.319850471415293,0.1290001304419362,1.0308605328798839,0.00860886900593071
7,-0.921875,1.0184596669358656,0.01093801225801016,7.3698697334746015,0.12902827365438485,1.0422770652212272,0.007996900850264797
9,-0.9541829427083334,1.0608874969559703,0.011078908390691852,7.457667705145575,0.12421275446259294,1.0783788551125235,0.007011906717291197
11,-0.9724934895833334,1.0952715204170527,0.011450613582206202,7.541112120518933,0.12667860523991314,1.1001085636797379,0.007259616896206658
14,-0.9971516927083334,1.138097197366365,0.01110946037903043,7.645127028708866,0.12254146785251543,1.130718796210222,0.007133321624910291
17,-1.020263671875,1.1773873634968914,0.009717502123580713,7.745514154233948,0.1283296742560545,1.160816381630858,0.005436851831548306
22,-1.0472005208333333,1.2229451067262254,0.015061263316566993,7.86086901241072,0.13710913183545145,1.1989408353186766,0.010203598064548425
27,-1.0718587239583333,1.261269478724793,0.012793462961112017,7.972977546350627,0.13633979799936294,1.2352793209456656,0.009596488660872756
33,-1.09033203125,1.295042217826766,0.012225104683460455,8.082918327053337,0.13876001446395664,1.2638954787758812,0.008561451101705728
42,-1.1140950520833333,1.3365303807426274,0.0147804417826655,8.233649347347159,0.14570115152999624,1.3033379580165345,0.010825762365361608
52,-1.1414388020833333,1.3782990531395676,0.014249099985388442,8.368553179876253,0.1451685821667875,1.351512576708567,0.011492340553680048
64,-1.16015625,1.4148389172004716,0.014042010957822409,8.503119931610856,0.14707416082572802,1.386435585507919,0.010988343938775121
80,-1.1865234375,1.458902768151046,0.01400293312239345,8.67233915328332,0.15151414144919553,1.4388582712455402,0.010611814827587319
100,-1.205078125,1.4944666090921432,0.01536185629481808,8.808008395231933,0.15089665932707857,1.4791075410423538,0.015005461845343888
124,-1.231201171875,1.5463651727269594,0.01693310714965219,8.998359170625873,0.15405387890201955,1.5383280364310388,0.014881225260359896
155,-1.2494303385416667,1.5853428482036553,0.019496070727926626,9.169343637668925,0.1658004627212348,1.5831327436789169,0.017473520329113472
193,-1.2654622395833333,1.619940716811865,0.022840693959809394,9.31609948768361,0.1755763132359326,1.6255752360425373,0.02216532320827065
240,-1.2862955729166667,1.6694012289815865,0.018053726849834632,9.554660530730235,0.16425113149354476,1.6818104957955404,0.021169643509224678
299,-1.3107096354166667,1.724259826936123,0.019128327343137172,9.78188105170434,0.16817719195970202,1.753871246490328,0.02272707979351222
372,-1.325927734375,1.773765719793504,0.02021936809849057,10.017310551308714,0.17065315351922744,1.8026917037111687,0.026551064993006333
463,-1.344970703125,1.8336565547685015,0.020354742241359733,10.245349465942368,0.17764007012730249,1.8655112778673566,0.023180437307947586
576,-1.3666178385416667,1.8959051679039112,0.019112535171757983,10.511002026900451,0.17264613784769187,1.9436888082975017,0.023549327977124748
718,-1.3798014322916667,1.9556054879347642,0.022914814702709452,10.80646781092009,0.16724835798921833,1.993611911897071,0.019774752664727977
894,-1.4075520833333333,2.0443260831540164,0.03410908516195614,11.157940175736572,0.1973879201056461,2.111603793282766,0.026990715952264203
1113,-1.4217936197916667,2.1508719739616557,0.042428371690636776,11.487965076772973,0.21679474404443638,2.179622023795871,0.037808836511139476
1385,-1.4427083333333333,2.2563122779101064,0.03959228907244675,11.896503189132915,0.21555791443611413,2.2807602844164188,0.029836649177742654
1725,-1.4605305989583333,2.365106390773891,0.04355670619003528,12.29562315415149,0.23500833308864597,2.3769237344540044,0.029449946533013874
2147,-1.4844563802083333,2.478343705439059,0.04216482271838918,12.758902234506971,0.22644063271568063,2.523618310390772,0.04262647008685218
2674,-1.4951171875,2.589184108725965,0.03989018154101174,13.132484934436945,0.22832922232474953,2.591703331325056,0.03885731712072759
3329,-1.5218912760416667,2.7341758431508665,0.03948709054359922,13.681467061348402,0.21406191223721885,2.7834327606266824,0.03893387985382094
4145,-1.54248046875,2.905161391250573,0.03744759761438201,14.334736644323177,0.20639872790998748,2.9540476027193474,0.04643757180999603
5161,-1.561767578125,3.085566960424043,0.04850419729590395,14.934659084614877,0.21415410873034743,3.1360796368507216,0.05890433922232177
6425,-1.5782063802083333,3.2486850766166953,0.04163001146631159,15.517124015538025,0.19815963965735717,3.2982776213852083,0.041281209066689965
8000,-1.6000162760416667,3.467294482035312,0.04540807368696415,16.279893885278558,0.194304351289367,3.5589168282843744,0.06330183856733503
